osm_type,osm_id,name,lat,lon,leisure,golf,operator,website,phone,email,addr_street,addr_city,addr_county,addr_postcode,is_in
way,265920640,Chesterton Valley Golf Club,52.5712,-2.3291346,golf_course,,,https://chestertonvalleygolfclub.com/,+44 1746 783682,cvgc@hotmail.co.uk,,"Chesterton, Bridgnorth",,WV15 5NX,
way,92743271,Chestfield Golf Club,51.3450613,1.0703327,golf_course,,,https://www.chestfield-golfclub.co.uk/,+44 1227 793563;+44 1227 794411,,Chestfield Road,Whitstable,Kent,CT5 3LU,
way,139160907,Chevin Vale Golf Course,53.0024774,-1.492627,golf_course,,,,,,,,,,
way,201382635,Chewton Glen Hotel Executive Course,50.7443309,-1.6820295,golf_course,,,https://www.chewtonglen.com/hotel/activities/on-site/golf.aspx,+44 1425 275 341,,,New Forest,,BH25 6QS,
way,255187243,Chiddingfold Golf Course,51.0994479,-0.6312818,golf_course,,,https://www.chiddingfoldgolf.co.uk/,,,,,,,
way,4269507,Chigwell Golf Club,51.6133015,0.0746835,golf_course,,,https://www.chigwellgolfclub.co.uk/,+44 20 8500 2059;+44 20 8500 2384,info@chigwellgolfclub.co.uk,High Road,Chigwell,,IG7 5BH,
way,450064275,Chigwell Golf Club,51.613388,0.0697324,,clubhouse,,https://www.chigwellgolfclub.co.uk,,,High Road,Chigwell,,IG7 5BH,
way,30800778,Childwall Golf Club,53.3950463,-2.839684,golf_course,,,https://www.childwallgolfclub.co.uk/,+44 151 487 0654,,Naylors Road,"Gateacre, Liverpool",,L27 2YB,
way,103085410,Chiltern Forest Golf Course,51.7878367,-0.7085744,golf_course,,,https://chilternforest.co.uk/,,,,,,,
way,671164041,Chiltern Hills Golf Course,51.6641639,-0.5270911,golf_course,,,,,,,,,,
way,389987652,Chiltern Hospital Golf Course,51.6888401,-0.6918583,golf_course,,,,,,,,,,
relation,2844182,Chilwell Manor Golf Course,52.9155808,-1.2223922,golf_course,,,,,,Meadow Lane,Nottingham,,NG9 5AE,
way,30605848,Chilworth Golf Centre,50.9684275,-1.4345947,golf_course,,,,,,,,,,
way,41204162,China Fleet Country Club,50.422302,-4.2174779,golf_course,,,,,,,,,,
way,680111778,Chingford Golf Course,51.6348928,0.0125012,,clubhouse,,,,,,,,,
way,23198505,Chingford Golf Course,51.6380381,0.0074827,golf_course,,,https://www.chingfordgolfclub.org.uk/,+44 20 8529 5708,,Station Road,London,,E4 6AN,
way,601367851,Chippenham Golf Centre,51.4809319,-2.1818672,golf_course,,,https://chippenhamgolfcentre.co.uk/,,,,,,,
way,168001144,Chippenham Golf Club,51.4821609,-2.138708,golf_course,,,,,,,,,,
way,222383118,Chipping Norton Golf Club,51.9384153,-1.5131317,golf_course,,,,,,,,,,
way,40523241,Chipping Sodbury Golf Club,51.5496908,-2.3907232,golf_course,,,https://www.chippingsodburygolfclub.co.uk/,+44 1454 314087,,Trinity Lane,Chipping Sodbury,,BS37 6PU,
way,4874424,Chipstead Golf Club,51.3089721,-0.165229,golf_course,,,https://www.chipsteadgolf.co.uk/,+44 1737 555781,,How Lane,Coulsdon,,CR5 3LN,
way,7975880,Chislehurst Golf Course,51.413725,0.0629256,golf_course,,,https://www.chislehurstgolfclub.co.uk/,+44 20 8467 2782,,Camden Park Road,Chislehurst,,BR7 5HJ,
relation,7388131,Chobham Golf Club,51.3307585,-0.6193719,golf_course,,,,,,,,,,
way,28097345,Chorley Golf Club,53.6319578,-2.6017071,golf_course,,,https://www.chorleygolfclub.co.uk/,+44 1257 480263,admin@chorleygolfclub.co.uk,Hall o'th' Hill,Chorley,,PR6 9HX,
relation,12910287,Chorleywood Golf Club,51.6552715,-0.5101843,golf_course,,,,,,,,,,
way,4705841,Chorlton-cum-Hardy Golf Club,53.4266683,-2.2762328,golf_course,,,,,,,,,,
way,1061179714,Christchurch Golf Club,50.7509411,-1.8149827,,clubhouse,,https://christchurchgolf.club/,+44 1202 436436,,Riverside Avenue,Christchurch,,BH7 7ES,
relation,14281378,Christchurch Golf Club - Bridge Course,50.7523139,-1.8113388,golf_course,,Christchurch Golf Club,https://christchurchgolf.club/,+44 1202 436436,info@christchurchgolf.club,Riverside Avenue,Christchurch,,BH7 7ES,
way,1061168934,Christchurch Golf Club - Stour Course,50.7528686,-1.8102719,golf_course,,Christchurch Golf Club,https://christchurchgolf.club/,+44 1202 436436,info@christchurchgolf.club,Riverside Avenue,Christchurch,,BH7 7ES,
way,158269041,Chulmleigh Par3 Golf Course,50.9125,-3.8724223,golf_course,,,https://www.chulmleighgolf.co.uk/,,,,,,,
way,118927034,Church Stretton Golf Club,52.5491248,-2.8161951,golf_course,,,,,,,,,,
way,116617239,Churchill & Blakedown Golf Club,52.4076069,-2.1866646,golf_course,,,,,,,,,,
relation,3618561,Churston Golf Club,50.4005625,-3.5430781,golf_course,,,https://www.churstongolf.com/,+44 1803 842751,manager@churstongolf.com,,Brixham,,TQ5 0LA,
way,693427621,Cilgwyn Golf Club,52.1653806,-4.0432013,golf_course,,,https://www.cilgwyngolfclub.co.uk/,,,,,,,
way,470169455,Cirencester Golf Club,51.743062,-1.9821709,golf_course,,,,,,,,,,
way,1155277783,Cirencester Golf Club,51.7432066,-1.9744101,,clubhouse,,,,,Cheltenham Road,Cirencester,,GL7 7BH,
relation,3618581,City Golf Leeds,53.806469,-1.5938145,golf_course,,,https://www.citygolfleeds.co.uk/,+44 7919 462544,citygolfleeds@googlemail.com,,,,,
way,33037753,City of Newcastle Golf Club,55.0209602,-1.6316903,golf_course,,,https://www.cityofnewcastlegolfclub.com/,,,,,,,
way,1304926203,City of Wakefield Golf Course,53.6648369,-1.5262992,golf_course,,,,,,,,,,
way,26834535,Clacton-on-Sea Golf Club,51.7789698,1.1277667,golf_course,,,,,,,,,,
way,25783121,Clandon Golf,51.2447724,-0.5165496,golf_course,,,https://www.clandongolf.co.uk/,+44 1483 451867,,Epsom Road,Merrow,,GU4 7AA,
way,9653591,Clandon Regis Golf Club,51.2555304,-0.4943804,golf_course,,,,,,,Guildford,,GU4 7TT,
way,43006556,Clandyboye Golf CLub,54.6271006,-5.6876981,golf_course,,,,,,,,,,
way,161679119,Claremont Park Golf Course,51.362377,-0.367972,golf_course,,Clare Hill (Esher) Association,http://www.chea.co.uk/,,admin@chea.co.uk,,,,,
way,24624238,Clays Golf Club,53.0555892,-2.9378234,golf_course,,,,,,,,,,
way,72762268,Clayton Golf Club,53.7788412,-1.8088172,golf_course,,,https://www.claytongolfclub.co.uk/,,,,,,,
way,118917144,Cleckheaton & District Golf Club,53.7369611,-1.7360209,golf_course,,,,,,,,,,
way,82863005,Cleethorpes Beach Golf Course,53.5234646,0.0084074,golf_course,,Haven Holidays,https://www.haven.com/parks/lincolnshire/cleethorpes-beach,+44 1472 813 395,,,Cleethorpes,,DN35 0PW,
way,30861673,Cleethorpes Golf Club,53.5410488,-0.0147492,golf_course,,,,,,,,,,
way,1437655719,Cleeve Hill Golf Club,51.9360492,-2.0169945,golf_course,,,https://www.cleevehillgolfclub.co.uk/,,,,,,,
way,1378708015,Cleeve Hill Golf Club,51.9432593,-2.0178825,,clubhouse,,https://www.cleevehillgolfclub.co.uk/contact/contact-us/,,,Wickfield Lane,Cheltenham,,GL52 3PW,
way,177818649,Cleobury Mortimer Golf Club,52.3866359,-2.4548195,,clubhouse,,,,,Wyre Common,Cleobury Mortimer,,DY14 8HQ,
way,131999631,Clevedon Golf Centre,51.4231621,-2.8668927,,clubhouse,,https://www.clevedongolfcentre.co.uk/,,,,,,,
relation,6926728,Clevedon Golf Centre,51.4251209,-2.8746285,golf_course,,,https://www.clevedongolfcentre.co.uk/,+44 1275 340342,,Lower Strode Road,Clevedon,,BS21 6UU,
way,185137105,Clevedon Golf Club,51.45512,-2.8401831,golf_course,,,https://www.clevedongolfclub.co.uk/,+44 1275 874704,secretary@clevedongolfclub.co.uk,Castle Road,Clevedon,,BS21 7AA,
way,107881791,Cleveland Golf Club,54.6206257,-1.0972776,golf_course,,,https://www.clevelandgolfclub.co.uk/,,,,,,,
way,613003026,Cliff Hotel Golf Course,52.1182902,-4.6882744,golf_course,,Cliff Hotel,,,,,,,,
way,39475685,Cliftonville Golf Club,54.6265722,-5.9522369,golf_course,,,,,,,,,,
way,1424633478,Cliftonville Golf Club,54.622691,-5.9524628,,clubhouse,,,,,,,,,
way,1426081984,Clitheroe Golf Club,53.8475714,-2.3975075,,clubhouse,,,,,,,,,
way,53027347,Clitheroe Golf Course,53.8450868,-2.4034921,golf_course,,,https://www.clitheroegolfclub.com/,,,,,,,
way,23096138,Clober Golf Club,55.9488059,-4.3328841,golf_course,,,https://www.clobergolfclub.co.uk/,+44 141 956 1685,secretary@clobergolfclub.co.uk,Craigton Road,Glasgow,,G62 7HP,
way,448366496,Clober Golf Club House,55.9461576,-4.327754,,clubhouse,,,,,Craigton Road,Glasgow,,G62 7HP,
way,261547242,Clogher Valley Golf Club,54.3666837,-7.3402942,golf_course,,,,,,,,,,
relation,4014993,Close House Hotel & Golf Club,54.9865101,-1.8054532,golf_course,,,https://www.closehouse.com/golf,+44 1661 85 22 55,,Heddon on the Wall,Newcastle upon Tyne,,NE15 0HT,
relation,5218731,Cloverhill Golf Club,54.1036841,-6.487566,golf_course,,,https://www.cloverhillgolfclub.co.uk/,,,,,,,
way,1194539852,Clowance Golf Course,50.169799,-5.3146483,golf_course,,,,,,,,,,
way,97151636,Club Goilf Steòrnabhaigh,58.2154403,-6.3889043,,clubhouse,,,,,,Isle of Lewis,,HS2 0XP,
way,107280501,Club Golf,53.566411,-0.1164539,golf_course,,,,,,,,,,
way,54813039,Club House,55.8047774,-4.4018813,,clubhouse,,,,,,,,,
way,89413466,Club House,57.6077121,-3.5938663,,clubhouse,,,,,,,,,
way,96019360,Club House,55.9147372,-4.1503371,,clubhouse,,,,,,,,,
way,100787889,Club House,57.6704002,-2.4809928,,clubhouse,,,,,,,,,
way,207219311,club house,55.2645338,-1.7604443,,clubhouse,,,,,,,,,
way,211749562,Club House,53.7890651,-2.4736399,,clubhouse,,,,,,,,,
way,229756010,Club house,55.879074,-3.9912981,,clubhouse,,,,,,,,,
way,233164527,Club House,52.9683575,-2.2099714,,clubhouse,,,,,,,,,
way,244576667,Club House,56.8892697,-4.9220008,,clubhouse,,,,,,,,,
way,263501478,club house,51.3872624,-2.724937,,clubhouse,,,,,,,,,
way,308348722,Club House,51.1269192,-1.7847769,,clubhouse,,,,,,,,,
way,358522091,Club house,56.0213691,-2.8381807,,clubhouse,,,,,,,,,
way,998887743,Club House,51.1076151,-0.5069358,,clubhouse,,,,,,,,,
way,1036242183,Club House,53.8414088,-3.0447346,,clubhouse,,,,,,,,,
way,1205134707,Club House,51.5377362,-0.4617684,,clubhouse,,,,,,,,,
way,467837538,Club House,56.977958,-2.1923782,,clubhouse,,,,,,Cowie,,AB39 2RH,
way,761272464,Club House,54.653169,-5.5493836,,clubhouse,,,,,Warren Road,Donaghadee,,BT21 0PQ,
way,1155980743,Club House,56.0097626,-3.8796387,,clubhouse,,,,,Larbert Road,,,FK4 1NY,
way,352294545,Club House,51.9770843,1.3812545,,clubhouse,,,,,,,,IP11 9RY,
way,29419504,Club House,52.9462888,-1.1979798,,clubhouse,,,,,Lime Tree Avenue,Nottingham,,NG8 1BT,
way,576431084,Club House,50.5587161,-3.6487392,,clubhouse,,,,,,Newton Abbot,,TQ12 6QQ,
way,386894678,Club House,60.3793218,-0.9250323,,clubhouse,,,,,,Shetland,,ZE2 9AW,
way,60820906,Clubhouse,55.9244862,-3.1823139,,clubhouse,,https://www.craigmillarpark.co.uk/,+44 131 667 2850,,,,,,
way,65230688,Clubhouse,54.3495117,-6.4182645,,clubhouse,,,,,,,,,
way,215045083,Clubhouse,55.9304413,-3.0585434,,clubhouse,,,,,,,,,
way,217150624,Clubhouse,55.8935084,-3.2171862,,clubhouse,,,,,,,,,
way,217749804,Clubhouse,55.9187909,-3.1479685,,clubhouse,,,,,,,,,
way,220057868,Clubhouse,50.6381199,-3.6391404,,clubhouse,,,,,,,,,
way,233419237,Clubhouse,49.9254774,-6.3094292,,clubhouse,,,,,,,,,
way,233666114,clubhouse,57.5823556,-4.1088359,,clubhouse,,,,,,,,,
way,254472173,Clubhouse,50.8459708,-1.1683826,,clubhouse,,,,,,,,,
way,322645176,Clubhouse,53.5750345,-2.8462274,,clubhouse,,,,,,,,,
way,785853927,Clubhouse,51.4536413,-2.8437355,,clubhouse,,,,,,,,,
way,799737484,Clubhouse,53.1488348,-3.085587,,clubhouse,,,,,,,,,
way,813067551,Clubhouse,55.8729616,-3.9219416,,clubhouse,,,,,,,,,
way,956412536,Clubhouse,55.3153115,-4.832785,,clubhouse,,,,,,,,,
way,991439076,Clubhouse,55.8220861,-4.3194361,,clubhouse,,,,,,,,,
way,1039385425,Clubhouse,51.5018941,0.3918536,,clubhouse,,,,,Brentwood Road,Orsett,,RM16 3DR,
way,511987403,Clubhouse,52.6706927,-2.8377729,,clubhouse,,,,,,Pontesbury,,SY5 0XP,
way,914965102,Clubhouse and bar,51.7392307,-1.0885274,,clubhouse,,,,,"Thame Road, Waterstock",Oxford,,OX33 1HT,
way,172261913,Cluny Golf,56.1557363,-3.2165112,golf_course,,,http://www.clunyclays.co.uk/golf/,+44 1592 720374,,,Kirkcaldy,,KY2 6QU,
way,293588090,Clwb Golff Aberdyfi,52.551693,-4.0684027,golf_course,,,,,,,,,,
way,61042991,Clwb Golff Abersoch,52.8157123,-4.5024372,golf_course,,,,,,,,,,
way,61043043,Clwb Golff Abersoch,52.8165582,-4.5112377,golf_course,,,,,,,,,,
way,118073978,Clwb Golff Aberteifi / Cardigan Golf Club,52.1131979,-4.6765395,golf_course,,,,,,,,,,
way,304419915,Clwb Golff Nefyn,52.9408095,-4.5732182,golf_course,,,,,,,,,,
way,88743155,Clwb Golff Porth Llechog / Bull Bay Golf Club,53.4131987,-4.3682343,golf_course,,,https://bullbaygc.co.uk/,,,Ffordd Porth Llechog,,,LL68 9RY,
relation,17338975,Clwb Golff Porthmadog,52.912121,-4.1620365,golf_course,,,,,,,,,,
way,203386734,Clydebank & District Golf Course,55.922665,-4.3915002,golf_course,,,https://www.clydebankdgc.co.uk/,,,,,,,
way,24677421,Clyne Golf Club,51.5967189,-4.0232419,golf_course,,,https://www.clynegolfclub.com,+44 1792 401989,manager@clynegolfclub.com,,Mayals,,SA3 5DP,
way,166184501,Coate Water Pitch & Putt Course,51.5396221,-1.7498525,golf_course,,,https://www.swindon.gov.uk/info/20077/parks_and_open_spaces/487/coate_water_park/5,,,,,,,
way,28303055,Cobtree Manor Park Golf Club,51.3032674,0.5069751,golf_course,,,,,,,,,,
way,116946135,Cochrane Castle Golf Club,55.8203664,-4.5195844,golf_course,,,https://cochranecastle.com/,,,Scott Avenue,Johnstone,,PA5 0HF,
way,285330230,Cocken Lodge Golf Course,54.818853,-1.5293034,golf_course,,,https://cockenlodgegolf.my.canva.site/cocken-website,,,,Houghton-le-Spring,,DH4 6QP,
way,294972651,Cockermouth Golf Club,54.6644505,-3.3033927,golf_course,,,https://www.cockermouthgolf.co.uk/,+44 17687 76223,,,Embleton,,CA13 9SG,
way,25346324,Cocks Moors Woods golf course (Birmingham City Council),52.4169044,-1.8827506,golf_course,,,,,,,,,,
way,1004726009,Coed Y Mwstwr Clubhouse,51.5121887,-3.5312432,,clubhouse,,,,,Bryn Road,Bridgend,,CF35 6AF,
way,203422467,Coed y Mwstwr Golf Club,51.5120234,-3.5264418,golf_course,,,,,,,,,,
way,32805941,Colchester Golf Club,51.9107055,0.8787967,golf_course,,,,,,Braiswick,Colchester,,CO4 5AU,
way,95414302,Cold Ashby Golf Club,52.3771555,-1.0645898,golf_course,,,http://www.coldashbygolfclub.com/,+44 1604 740548,,Stanford Road,Northampton,,NN6 6EP,
way,38968717,Colin Valley Golf Course,54.5595763,-6.0079525,golf_course,,,,,,,,,,
way,30995954,College Pines Golf Club,53.2844276,-1.1028651,golf_course,,,http://www.collegepinesgolfclub.co.uk/,+44 1909 501431,collegepines@hotmail.co.uk,Worksop College Drive,Worksop,,S80 3AL,
relation,3350101,Collingtree Park Golf Club,52.1987528,-0.9040075,golf_course,,,https://www.collingtreeparkgolf.com/,+44 1604 700 000,enquiries@collingtreeparkgolf.com,Windingbrook Lane,Northampton,,NN4 0XN,
way,1493455711,Colmworth and North Beds Golf Club,52.199977,-0.3979868,golf_course,,,,,,New Road,,,MK44 2AP,
way,159508244,Colne Golf Club,53.8700441,-2.1399187,golf_course,,,https://colnegolfclub.com/,,,,,,,
way,732476376,Colonsay Golf Club,56.0611026,-6.2441065,golf_course,,,https://www.colonsay.org.uk/Things-to-Do/Golf,+44 1951200290,,,Isle of Colonsay,,PA61 7YP,
way,264454638,Colvend Golf Club,54.878238,-3.7383974,golf_course,,,https://www.colvendgolfclub.co.uk/,,,,,,,
relation,3334578,Colville Park Golf Course,55.8017242,-3.9805732,golf_course,,,https://colvilleparkgc.co.uk/,+44 1698 265779,lesinnes.sec.cpgc@blueyonder.co.uk,Merry Street,Motherwell,,ML1 4UG,
way,88491454,Colworth Golf Club,52.2261137,-0.570715,golf_course,,,https://www.sharnbrookgolfclub.co.uk/,+44 1234 222524;+44 1234781781,,,Sharnbrook,,MK44 1LQ,
way,264436455,Comann Goilf na Hearadh,57.8306588,-7.0369328,golf_course,,,https://www.harrisgolf.com/,+44 1859 550226,,,Sgarasta,,,
way,837058724,Comann Goilf na Hearadh,57.8318256,-7.0367451,,clubhouse,,https://www.harrisgolf.com/,+44 1859 550226,,Scarista,Isle of Harris,,HS3 3HX,
way,157214365,Comberton Golf Club,52.0843627,-2.0672111,golf_course,,,http://www.combertongolf.co.uk/,,,,,,,
way,249188889,Comrie Golf Club House,56.3782266,-3.9860039,,clubhouse,,,,,,Comrie,,PH6 2LR,
way,37304603,Comrie Golf Course,56.3802148,-3.9851649,golf_course,,,https://www.comriegolf.co.uk/,+44 1764 670055,enquiries@comriegolf.co.uk,Laggan Brae,Comrie,,PH6 2LR,
way,359403660,Comunn Goilf Bharraidh,57.0088368,-7.5056573,golf_course,,,,+44 1871 810441,,,,,,
way,27237266,Concord Park Golf Club,53.4274778,-1.4321684,golf_course,,,,,,Shiregreen Lane,Sheffield,,S5 6AE,
way,446710190,Congleton Golf Club,53.1510705,-2.1795491,golf_course,,,https://www.congletongolfclub.co.uk/,,,,,,,
way,405325089,Consett & District Golf Club,54.8676607,-1.8354508,golf_course,,,https://www.consettanddistrictgolfclub.com/,,,,Consett,,DH8 5NN,
way,102442330,Conwy Golf Club,53.2931168,-3.8497597,golf_course,,,,,,,,,,
way,28914978,Cooden Beach Golf Club,50.8341208,0.4160742,golf_course,,,http://www.coodenbeachgc.com/,+44 1424 842040,enquiries@coodenbeachgc.com,Cooden Sea Road,Bexhill-on-Sea,,TN39 4TR,
way,455335521,Cooden Beach Golf Club Clubhouse,50.8353604,0.427348,,clubhouse,,http://www.coodenbeachgc.com/clubhouse/,+44 1424 843936,enquiries@coodenbeachgc.com,Cooden Sea Road,Bexhill-on-Sea,,TN39 4TR,
way,382040122,Cookridge Hall Golf Club,53.8621715,-1.6111352,,clubhouse,,,,,Cookridge Lane,Leeds,,LS16 7NL,
way,101440124,Cookridge Hall Golf Course,53.8628722,-1.6050731,golf_course,,,,,,,,,,
way,4782157,Coombe Hill Golf Club,51.4224141,-0.2616748,golf_course,,,,,,,Kingston upon Thames,,KT2 7DF,
way,22392855,Coombe Wood Golf Course,51.4191095,-0.2737329,golf_course,,,https://www.coombewoodgolf.com/,+44 20 8942 0388,,George Road,,,KT2 7NS,
way,163418950,Copsewood Grange Golf Course,52.400431,-1.4593023,golf_course,,,,,,,,,,
way,125461470,Copt Heath Golf Club,52.3960722,-1.7491899,golf_course,,,https://www.coptheathgolf.co.uk/,+44 1564 731620,secretary@coptheathgolf.co.uk,Warwick Road,Knowle,,B93 9LN,
relation,3736353,Copthorne Golf Club,51.1331138,-0.1112941,golf_course,,,https://www.copthornegolfclub.co.uk/,+44 1342 712033; +441342712508,,,,,,
relation,4605956,Corhampton Golf Club,50.9750256,-1.1623053,golf_course,,,,,,,,,,
way,1455505070,Coronation Course,51.309631,-0.2733415,golf_course,,Royal Automobile Club,https://www.royalautomobileclub.co.uk/woodcote-park/golf/the-courses/,,,Wilmerhatch Lane,Epsom,,KT18 7EW,
way,419048116,Corrie Golf Club,55.6636092,-5.1610617,golf_course,,,https://www.golfonarran.com/,,,,,,,
way,228046266,Cosby Golf Club,52.5398201,-1.1926445,golf_course,,,https://www.cosbygolfclub.co.uk/,,,Chapel Lane,Cosby,,LE9 1RG,
way,32561231,Costessey Park Golf Course,52.6572929,1.192245,golf_course,,,https://www.costesseypark.com/,+44 1603 746333,enquiry@costesseypark.com,,Norwich,,NR8 5AL,
way,25942357,Cotswold Edge Golf Club,51.6555011,-2.3290732,golf_course,,,,,,,,,,
way,112578904,Cotswold Hills Golf Club,51.8501433,-2.0720452,golf_course,,,https://www.cotswoldhills-golfclub.com/,+44 1242 515264,,Ullenwood Manor Lane,Cheltenham,,GL53 9QT,
way,421825520,Cottesmore Hotel Golf & Country Club,51.087647,-0.2216605,golf_course,,info@cottesmoregolf.co.uk,https://www.cottesmoregolf.co.uk/,+44 1293 528 256,,Buchan Hill,"Pease Pottage, Crawley",,RH11 9AT,
way,89095411,Cottingham Parks Golf and Leisure Club,53.794674,-0.4370681,golf_course,,,https://www.cottinghamparks.co.uk/,,,,,,,
relation,19309655,Cottrell Park Golf Resort,51.4632797,-3.3320169,golf_course,,,https://cottrellresort.com/,+44 1446 781781,sales@cottrellresort.com,,St Nicholas,,CF5 6SJ,
way,13869268,Coulsdon Manor & Golf Club,51.3156531,-0.1220411,golf_course,,,,,,,,,,
way,544346459,Country Golf,53.7886227,-0.2851001,golf_course,,,https://www.countrygolfhull.co.uk,+44 1482 784986,,,,,,
way,83520867,Coventry Golf Club,52.3672416,-1.5064511,golf_course,,,,,,,,,,
way,850469907,Covesea Links,57.7208799,-3.3595062,golf_course,,,https://covesealinks.com/,,,,,,,
way,488078316,Cowal Golf Club,55.9658328,-4.9224019,golf_course,,Cowal Golf Club,https://www.cowalgolfclub.online/,,,,,,,
way,424596394,Cowanhead Estate Golf Course,54.3699298,-2.7812529,golf_course,,,http://www.cowanhead.co.uk/golf/,,,,,,,
way,1464367586,Cowden,56.1840931,-3.6136337,golf_course,,Muckhart Golf Club,https://www.muckhartgolf.com/,+44 1259 781423,,Drumburn Road,Muckhart,,FK14 7JH,
way,415306547,Cowdenbeath Golf Club,56.1138752,-3.3364642,,clubhouse,,https://www.cowdenbeath-golfclub.com/,+44 1383 511918,,Seco Place,Cowdenbeath,,KY4 8PF,
way,115966547,Cowdenbeath Golf Course,56.1156334,-3.3298179,golf_course,,Fife Golf Trust,https://cowdenbeath-golfclub.com/,+44 1383 513079,,Seco Place,Cowdenbeath,,KY4 8PD,
way,89179113,Cowdray Park Golf Club,50.9954783,-0.7120112,golf_course,,,,,,,,,,
relation,7662578,Cowes Golf Club,50.7619671,-1.3120004,golf_course,,,,,,Crossfield Avenue,Cowes,,PO31 8HN,
way,27230123,Cowglen Golf Club,55.8184832,-4.3174518,golf_course,,,https://www.cowglengolfclub.co.uk/,+44 8433120040,,Barrhead Road,Glasgow,,G43 1AU,
way,30017614,Coxmoor Golf Club,53.1122874,-1.2147054,golf_course,,,https://www.coxmoorgolfclub.co.uk/,+44 1623 557359,secretary@coxmoorgolfclub.co.uk,Coxmoor Road,Sutton-in-Ashfield,,NG17 5LF,
way,349932215,Cradoc Golf Club,51.9692034,-3.4319612,golf_course,,,https://www.cradoc.co.uk/,,,,Brecon,,LD3 9LP,
way,798427072,Craggan Golf Course,57.3118093,-3.6262666,golf_course,,,https://www.cairngormsactivities.co.uk/golf,,,,,,,
way,254937933,Craibstone Golf Course,57.182457,-2.2320424,golf_course,,golf@marshall-leisure.co.uk,https://www.marshall-leisure.co.uk/,+44 1224 716777,,,Bucksburn,,AB21 9SX,
way,269033515,Craibstone Golf Course Club House,57.1837921,-2.2242776,,clubhouse,,,,,,Aberdeen,,AB21 9SX,
way,162602247,Craigavon Golf Course,54.4754129,-6.3631486,golf_course,,,,,,,,,,
way,6175914,Craigentinny Golf Course,55.9639504,-3.1419249,golf_course,,,https://www.edinburghleisure.co.uk/venues/craigentinny-golf-course,+44 131 554 7501,euanmcintyre@edinburghleisure.co.uk,Fillyside Road,Edinburgh,,EH7 6RG,
way,116586104,Craigewan Course,57.5244005,-1.8045994,golf_course,,Peterhead Golf Club,https://www.peterheadgolfclub.co.uk/course/craigewan-course/,,,Riverside Drive,Peterhead,,AB42 1LT,
way,1432609850,Craighead Links,56.2764124,-2.596805,golf_course,,Crail Golfing Society,https://crailgolfingsociety.co.uk/golf/craighead-links/,+44 1333 450686,info@crailgolfingsociety.co.uk,,Crail,,KY10 3XN,
way,55695336,Craigie Hill Golf Club,56.3855171,-3.456366,,clubhouse,,,,,Cherrybank,Perth,,PH2 0NE,
way,55888009,Craigie Hill Golf Course,56.38352,-3.4536719,golf_course,,,https://www.craigiehill.co.uk/,+44 1738 622644,admin@craigiehill.co.uk,Cherrybank,Perth,,PH2 0NE,
way,249130496,Craigielaw Golf Club,56.0086202,-2.8769206,golf_course,,info@craigielawgolfclub.com,https://www.craigielawgolfclub.com/,+44 1875 870800;+44 1875 870802,,,Aberlady,,EH32 0PY,
relation,19018950,Craigielaw Golf Course,56.0049313,-2.8770663,golf_course,,,https://www.craigielawgolfclub.com/,,,,,,,
way,896137368,Craigknowes Golf Course,54.8882566,-3.8075855,golf_course,,,,,,,,,,
relation,945815,Craigmillar Park Golf Club,55.9218357,-3.1777149,golf_course,,,https://www.craigmillarpark.co.uk,,,,,,,
way,951220468,Craignure Golf Club,56.4831406,-5.7300685,golf_course,,,https://craignuregolfclub.co.uk/,,,,,,,
way,411433333,Craigtoun Course,56.3194159,-2.8443965,golf_course,,St Andrews Links Trust,https://www.standrews.com/golf/courses/the-craigtoun-course,+44 1334 466 666,enquiries@standrews.com,,St Andrews,,KY16 8NX,
way,27226456,Cranbrook (formerly Hemsted Forest) Golf Club (Permanently closed),51.090967,0.5794176,golf_course,,,,,,,,,,
relation,4517138,Crane Valley - Valley Course,50.8782281,-1.901013,golf_course,,Holburne,,,,The Clubhouse,"Verwood, Dorset",,BH31 7LH,
way,323909326,Crane Valley - Valley Course,50.8761933,-1.8998701,golf_course,,Hoburne Golf,https://www.crane-valley.co.uk/,+44 1202 814088,,,"Verwood, Dorset",,BH31 7LH,
way,323909764,Crane Valley - Woodland Course,50.8834013,-1.9048122,golf_course,,Hoburne Golf,https://www.crane-valley.co.uk/,+44 1202 814088,,,"Verwood, Dorset",,BH31 7LH,
way,1060253545,Crane Valley Golf Club,50.8806153,-1.9049282,,clubhouse,Hoburne Golf,https://www.crane-valley.co.uk/,+44 1202 814088,,,"Verwood, Dorset",,BH31 7LH,
way,101963760,Cranfield Golf Course,51.5769437,0.1487923,golf_course,,,,,,,,,,
way,550874479,Cranfield Pitch & Putt,54.0370587,-6.0542496,golf_course,,,,,,,,,,
way,23454278,Cranham Golf Course,51.5557637,0.282267,golf_course,,,https://www.cranhamgolfcourse.co.uk/,,,,,,,
way,66472922,Cranleigh Golf Club,51.1546911,-0.4695734,golf_course,,,http://www.ccgcranleigh.com/,+44 1483 268855,,,,,,
way,313437198,Cranleigh School Golf Course,51.1518176,-0.4906913,golf_course,,,https://www.cranleigh.org/sport/golf/,+44 777 188 4356,,,,,,
way,36914503,Craven Municipial Aireville Park Pitch & Putt,53.9605565,-2.0330497,golf_course,,,https://www.cravendc.gov.uk/pitchandputt,+44 1756 792805,,,,,,
