Group,Name,Code,Price,Pack,QuantityPerPack,WeightPerItem,Unit,Page
GRIANS & PULSES,Polenta (CornMeal),4987,3.67,1.5kg,1,1.5,kg,1
GRIANS & PULSES,Cous Cous,4997,3.57,1kg,1,1.0,kg,1
GRIANS & PULSES,Israeli Cous Cous (Giant),4998,5.02,1kg,1,1.0,kg,1
GRIANS & PULSES,Lentils Green (French),4992,7.95,3kg,1,3.0,kg,1
GRIANS & PULSES,Sun Flower Seeds,4920,4.56,1kg,1,1.0,kg,1
GRIANS & PULSES,Butter Beans Dried,4994,3.4,1kg,1,1.0,kg,1
GRIANS & PULSES,Cannellini Beans Dried,4996,3.83,1kg,1,1.0,kg,1
GRIANS & PULSES,Chickpeas Dried,4993,2.98,1kg,1,1.0,kg,1
GRIANS & PULSES,Haricot Blanc Beans Dried,4995,3.83,1kg,1,1.0,kg,1
GRIANS & PULSES,Quinoa,1693,7.05,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Panko Bread Crumbs,4791,4.95,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Sweet Chilli Sauce,4336,3.06,1ltr,1,1.0,ltr,1
"CHINA, JAPAN, SOUTH EAST ASIA",Gluten Free Panko Style Crumb,4792,5.95,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Miso Paste,4476,2.5,500g,1,500.0,g,1
"CHINA, JAPAN, SOUTH EAST ASIA",Soy Sauce Gluten Free,4273,3.32,500ml,1,500.0,ml,1
"CHINA, JAPAN, SOUTH EAST ASIA",Ginger Puree (Pre Order),4287,4.74,750g,1,750.0,g,1
"CHINA, JAPAN, SOUTH EAST ASIA",Tofu,4478,4.06,300g,1,300.0,g,1
"CHINA, JAPAN, SOUTH EAST ASIA",Noodles Egg,4806,16.0,1x3kg,1,3.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Rice Vinegar 6%,4450,6.12,50cl,1,50.0,cl,1
"CHINA, JAPAN, SOUTH EAST ASIA",Gochujang Korean Hot Pepper Paste,4452,9.01,575g,1,575.0,g,1
"CHINA, JAPAN, SOUTH EAST ASIA",Thai Green Curry Paste,4468,8.45,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Hoi Sin Sauce,9745,8.37,2.2kg,1,2.2,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Oil Toasted Sesame,4354,15.5,1ltr,1,1.0,ltr,1
"CHINA, JAPAN, SOUTH EAST ASIA",Pink Pickled Ginger,4466,2.95,340g,1,340.0,g,1
"CHINA, JAPAN, SOUTH EAST ASIA",Seaweed (Nori Sushi),4809,3.85,,,,,1
"CHINA, JAPAN, SOUTH EAST ASIA",Sriracha Hot Chilli Sauce,4436,4.85,740ml,1,740.0,ml,1
"CHINA, JAPAN, SOUTH EAST ASIA",Tandoori Curry Paste,9256,5.77,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Thai Red Curry Paste,4469,9.52,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Wasabi Paste (Tube),4465,1.7,43g,1,43.0,g,1
"CHINA, JAPAN, SOUTH EAST ASIA",Korma Curry Paste,9253,4.5,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Mirin,4464,5.36,500ml,1,500.0,ml,1
"CHINA, JAPAN, SOUTH EAST ASIA",Prawn Crackers (Ready to Cook),4763,12.65,2kg,1,2.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Rice Vermicelli Noodles,4307,2.13,250g,1,250.0,g,1
"CHINA, JAPAN, SOUTH EAST ASIA",Soy Sauce Dark,4274,4.76,1ltr,1,1.0,ltr,1
"CHINA, JAPAN, SOUTH EAST ASIA",Soy Sauce Light,4275,4.59,1ltr,1,1.0,ltr,1
"CHINA, JAPAN, SOUTH EAST ASIA",Spring Roll Pastry (Frozen),4487,3.4,"10x10""",10,10.0,in,1
"CHINA, JAPAN, SOUTH EAST ASIA",Tikka Paste,4272,5.95,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Madras Curry Paste,9255,4.5,1kg,1,1.0,kg,1
"CHINA, JAPAN, SOUTH EAST ASIA",Teriyaki Marinade,4626,13.95,1.9ltr,1,1.9,ltr,1
"CHINA, JAPAN, SOUTH EAST ASIA",Udon Noodles Dry,4798,1.17,300g,1,300.0,g,1
VEGETABLES,Leeks,20056,8.58,5kg,1,5.0,kg,1
VEGETABLES,Courgettes,20086,14.27,5kg,1,5.0,kg,1
VEGETABLES,Asparagus,176,2.61,Bunch,1,,,1
VEGETABLES,Kale,340,13.59,250g,1,250.0,g,1
VEGETABLES,Pak Choi,168,11.99,10x2,2,,,1
VEGETABLES,Corn on the Cob (Cooked),171,22.31,12x2,2,,,1
VEGETABLES,Fennel,169,9.44,5kg,1,5.0,kg,1
VEGETABLES,Samphire Grass,115,14.3,1kg,1,1.0,kg,1
VEGETABLES,Mouli,110,22.16,15s,1,15.0,s,1
VEGETABLES,Okra,135,20.73,4kg,1,4.0,kg,1
VEGETABLES,Rainbow Chard,212,16.45,10x250g,10,250.0,g,1
VEGETABLES,Yellow Courgette,20087,12.58,5kg,1,5.0,kg,1
VEGETABLES,Jerusalem Artichoke,117,28.6,4.5kg,1,4.5,kg,1
VEGETABLES,Plantain,376,4.28,perkg,,,kg,1
VEGETABLES,Fenugreek (Methi),805,24.0,4kg,1,4.0,kg,1
VEGETABLES,Fresh Horseradish,111,40.04,per kg,,,kg,1
VEGETABLES,VEGETABLE BOX,163,14.99,,,,,1
"VEGETABLES, POTATOES",Mids - New Seaon,20030,10.72,10kg,1,10.0,kg,1
"VEGETABLES, POTATOES",Potatoes Jumbo Washed Whites,20028,20.02,25kg,1,25.0,kg,1
"VEGETABLES, POTATOES",Potatoes Baking,20021,14.3,40s,1,40.0,s,1
"VEGETABLES, POTATOES",Potatoes Baking,20022,14.4,50s,1,50.0,s,1
"VEGETABLES, POTATOES",Sweet Potatoes,20036,1.72,Per Kg,,,kg,1
"VEGETABLES, POTATOES",Potatoes Duchy Fries (Lovers),20001,11.65,20kg,1,20.0,kg,1
"VEGETABLES, POTATOES",Potatoes (Mucky),20007,10.01,25kg,1,25.0,kg,1
"VEGETABLES, POTATOES",PRE PACK RED POTATOES,20004,14.59,10x2kg,10,2.0,kg,1
"VEGETABLES, POTATOES",Potatoes - Reds,20003,26.45,25kg,1,25.0,kg,1
"VEGETABLES, POTATOES",Potatoes Baking,20023,13.59,60s,1,60.0,s,1
"VEGETABLES, MUSHROOMS",Mushroom Cup,121,7.29,2.27kg,1,2.27,kg,1
"VEGETABLES, MUSHROOMS",Mushroom Flat,124,6.51,1.8kg,1,1.8,kg,1
"VEGETABLES, MUSHROOMS",Mushroom Mixed Wild (Fresh),126,11.02,2x500g,2,500.0,g,1
"VEGETABLES, MUSHROOMS",Mushroom Button,120,7.44,2.27kg,1,2.27,kg,1
"VEGETABLES, MUSHROOMS",Mushrooms - Portabello,122,7.87,1.5kg,1,1.5,kg,1
"VEGETABLES, MUSHROOMS",Mushroom Chestnut,131,9.61,2.5kg,1,2.5,kg,1
"VEGETABLES, MUSHROOMS",Shitake Mushrooms,130,14.3,1kg,1,1.0,kg,1
"VEGETABLES, MUSHROOMS",Mushrooms Shimejii,7647,26.45,150g,1,150.0,g,1
"VEGETABLES, MUSHROOMS",Eryngii Mushrooms (King Oyster),133,34.32,4kg,1,4.0,kg,1
"VEGETABLES, MUSHROOMS",Mushroom Oyster,125,10.3,,,,,1
"VEGETABLES, MUSHROOMS",Button Chestnut Mushroom,186,13.3,3kg,1,3.0,kg,1
"VEGETABLES, MUSHROOMS",Enoki Mushrooms - 100g,132,12.87,10 x 100g,10,100.0,g,1
"VEGETABLES, MUSHROOMS",Morel Musrooms (Fresh),7645,64.35,1kg,1,1.0,kg,1
"VEGETABLES, BABY VEGETABLES",Baby Rainbow Carrots,308,3.29,200g,1,200.0,g,1
"VEGETABLES, BABY VEGETABLES",Baby Sweetcorn,172,12.15,12x 80g,12,80.0,g,1
"VEGETABLES, BABY VEGETABLES",Baby Leek,182,3.29,200g,1,200.0,g,1
"VEGETABLES, BABY VEGETABLES",Baby Fennel,183,3.29,200g,1,200.0,g,1
"VEGETABLES, BABY VEGETABLES",Baby Veg Beetroot,187,3.29,200g,1,200.0,g,1
"VEGETABLES, BABY VEGETABLES",Baby Courgettes,185,3.15,200g,1,200.0,g,1
"VEGETABLES, BABY VEGETABLES",Baby Carrot,180,3.15,200g,1,200.0,g,1
"VEGETABLES, BABY VEGETABLES",Baby Turnip,181,3.31,200g,1,200.0,g,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Onions Red,143,8.22,10kg,1,10.0,kg,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Spanish Onions,140,16.29,20kg,1,20.0,kg,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Peeled Garlic,899,4.22,1kg,1,1.0,kg,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Cooking Onions (New Season),141,10.28,18kg,1,18.0,kg,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Banana Shallots,137,7.51,4kg,1,4.0,kg,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Garlic,602,0.27,Bulb,1,,,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Garlic - String,600,5.16,string,1,,,1
"VEGETABLES, ONIONS, GARLIC & SHALLOTS",Garlic Net,601,17.02,4kg,1,4.0,kg,1
"VEGETABLES, ROOT VEGETABLES",Carrots,20090,6.24,10kg,1,10.0,kg,1
"VEGETABLES, ROOT VEGETABLES",Carrots Large,20092,7.15,10kg,1,10.0,kg,1
"VEGETABLES, ROOT VEGETABLES",Parsnips - New Season,20098,9.92,5kg,1,5.0,kg,1
"VEGETABLES, ROOT VEGETABLES",Celeriac,108,12.87,10kg,1,10.0,kg,1
"VEGETABLES, ROOT VEGETABLES",Chantenay Carrots - 5kg,20091,12.87,5kg,1,5.0,kg,1
"VEGETABLES, ROOT VEGETABLES",Swede,101,10.72,12.5kg,1,12.5,kg,1
"VEGETABLES, ROOT VEGETABLES",Heritage Carrots Mixed,9291,14.39,5kg,1,5.0,kg,1
"VEGETABLES, ROOT VEGETABLES",Bunch Carrot with Leaves,20041,14.87,,,,,1
"VEGETABLES, ROOT VEGETABLES",Turnip,104,11.44,5kg,1,5.0,kg,1
"VEGETABLES, PUMPKINS & SQUASH",Butternut Squash,20082,11.15,12'S,,,,1
"VEGETABLES, BRASSICA",Tender Stem Broccoli,175,2.0,200g,1,200.0,g,1
"VEGETABLES, BRASSICA",Cauliflower,20040,1.12,Each,1,,,1
"VEGETABLES, BRASSICA",Cabbage Savoy,20062,11.44,12s,1,12.0,s,1
"VEGETABLES, BRASSICA",Broccoli,20052,3.26,Per kg,,,kg,1
"VEGETABLES, BRASSICA",Cabbage Red,20068,9.29,10kg,1,10.0,kg,1
"VEGETABLES, BRASSICA",Cabbage White,20066,8.58,10kg,1,10.0,kg,1
"VEGETABLES, BRASSICA",Hispi Pointed Cabbage,20063,12.15,10s,1,10.0,s,1
"VEGETABLES, BRASSICA",Cabbage Spring,20061,10.72,12s,1,12.0,s,1
"VEGETABLES, BRASSICA",Cavolo Nero,1387,15.02,10x200g,10,200.0,g,1
"VEGETABLES, BRASSICA",Romanesco,20038,25.74,6s,1,6.0,s,1
"VEGETABLES, BRASSICA",Cabbage - Summer Primo,20060,11.44,8s,1,8.0,s,1
"VEGETABLES, BRASSICA",Purple kale,318,15.73,10x250g,10,250.0,g,1
"VEGETABLES, PEAS,BEANS & MANGETOUT",Fine beans,150,10.72,x 10,,,,1
"VEGETABLES, PEAS,BEANS & MANGETOUT",Sugar Snap Peas,159,12.87,1.5kg,1,1.5,kg,1
"VEGETABLES, PEAS,BEANS & MANGETOUT",Mange Tout,157,12.16,1.5kg,1,1.5,kg,1
"VEGETABLES, PEAS,BEANS & MANGETOUT",Fine Beans - Loose 1.5kg,151,9.63,1.5kg,1,1.5,kg,1
"VEGETABLES, BEETROOT",Beetroot (Long Life),384,13.59,12 x500g,12,500.0,g,1
"VEGETABLES, BEETROOT",Beetroot Fresh,113,11.86,10kg,1,10.0,kg,1
"VEGETABLES, BEETROOT",Beetroot Golden,170,9.29,5kg,1,5.0,kg,1
"VEGETABLES, BEETROOT",Beetroot - Candy,160,9.6,5kg,1,5.0,kg,1
"VEGETABLES, BEETROOT",Bunch Beetroot,9964,15.73,12s,1,12.0,s,1
FRUIT PUREE,Passion Fruit Puree,5732,12.95,1kg,1,1.0,kg,1
FRUIT PUREE,Raspberry Fruit Puree,5904,12.95,1kg,1,1.0,kg,1
FRUIT PUREE,Strawberry Fruit Puree,5903,9.95,1kg,1,1.0,kg,1
FRUIT PUREE,Mango Fruit Puree,5733,12.95,1kg,1,1.0,kg,1
FRUIT PUREE,Blood Orange Fruit Puree,5984,9.35,1kg,1,1.0,kg,1
FRUIT PUREE,Red Cherry Fruit Puree,5985,10.12,1kg,1,1.0,kg,1
FRUIT PUREE,Lemon Fruit Puree,5767,8.3,1kg,1,1.0,kg,1
"PASTA & RICE, RICE",Arborio Rice,4564,3.95,1kg,1,1.0,kg,1
"PASTA & RICE, RICE",Easy Cook Long Grain Rice,4376,11.95,5kg,1,5.0,kg,1
"PASTA & RICE, RICE",Rice Basmati,4453,16.95,5kg,1,5.0,kg,1
"PASTA & RICE, RICE",Wild Rice Red,4569,6.95,1kg,1,1.0,kg,1
"PASTA & RICE, RICE",Rice - Black,25498,3.58,454g,1,454.0,g,1
"PASTA & RICE, RICE",Thai Scented Rice (Jasmine),4570,6.65,2kg,1,2.0,kg,1
"PASTA & RICE, PASTA",Rigatoni Pasta,1929,51.99,24x500g,24,500.0,g,1
"PASTA & RICE, PASTA",Potato Gnocchi,8047,3.0,500g,1,500.0,g,1
"PASTA & RICE, PASTA",Penne Pasta,4607,4.95,3kg,1,3.0,kg,1
"PASTA & RICE, PASTA",Spaghetti Pasta,4484,1.65,500g,1,500.0,g,1
"PASTA & RICE, PASTA",Orzo Pasta,4566,1.65,500g,1,500.0,g,1
"PASTA & RICE, PASTA",Penne Pasta,4325,1.22,500g,1,500.0,g,1
"PASTA & RICE, PASTA",Linguine,4563,9.33,3kg,1,3.0,kg,1
"PASTA & RICE, PASTA",Macaroni,4609,7.45,3kg,1,3.0,kg,1
"PASTA & RICE, PASTA",Lasagne Sheets,45630,3.75,500g,1,500.0,g,1
"PASTA & RICE, PASTA",Pasta Shells,4327,6.12,3kg,1,3.0,kg,1
"PASTA & RICE, PASTA",Tagliatella Pasta,8044,25.0,12x500g,12,500.0,g,1
"PASTA & RICE, PASTA",Linguini Pasta,4565,1.67,500g,1,500.0,g,1
BAKERY,Hovis White,4711,1.54,800g,1,800.0,g,1
BAKERY,Hovis Wholemeal,4713,1.56,800g,1,800.0,g,1
BAKERY,Teacakes,4731,2.55,1x4,4,,,1
BAKERY,Yeast Fresh,4740,4.25,1kg,1,1.0,kg,1
BAKERY,Hovis White Loaf,4710,1.36,800g,1,800.0,g,1
BAKERY,White French Stick,4727,1.65,Each,1,,,1
BAKERY,Hovis Wholemeal Loaf,4712,1.56,800g,1,800.0,g,1
BAKERY,Fruit Scones,4744,2.45,1x4,4,,,1
BAKERY,Yeast (Dried),4543,5.95,500g,1,500.0,g,1
BAKERY,Brown French Stick,4739,1.7,Each,1,,,1
BAKERY,Hovis Granary,9857,1.86,800g,1,800.0,g,1
BAKERY,Plain Scones,4724,2.4,1x4,4,,,1
BAKERY,Cake Slice,4764,1.59,,,,,1
BAKERY,Cobs,1396,2.12,1x4,4,,,1
BAKERY,Hot Cross Buns,4768,2.52,1x4,4,,,1
BAKERY,Hovis Seeded,9858,1.86,800g,1,800.0,g,1
BAKERY,KIngs Mill 50/50,4761,1.56,800g,1,800.0,g,1
BAKERY,Sausage Roll (PRE ORDER),4730,1.59,"8""",1,8.0,in,1
"BAKERY, STEAMERS & TIN",Steamers White,4743,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers White,4745,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers Brown,4742,2.65,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers Granary,4715,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers Brown,4746,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Tin Loaf White,4747,2.3,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Tin Loaf Brown,4749,2.3,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers Brown,4707,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers Granary,4709,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers Granary,4755,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Steamers White,4708,2.75,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Tin Loaf Brown,1544,2.03,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Tin Loaf Granary,4760,2.45,800g,1,800.0,g,1
"BAKERY, STEAMERS & TIN",Tin Loaf White,1543,1.92,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer White,47161,2.35,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer Brown,47501,2.55,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer Granary,47511,2.6,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer White,4716,2.35,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer Granary,4751,2.6,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer White,47162,2.35,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer Brown,4750,2.55,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer Brown,47502,2.55,800g,1,800.0,g,1
"BAKERY, BLOOMERS",Bloomer Granary,47512,2.6,800g,1,800.0,g,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Soft White Torpedo,4721,0.63,Each,1,,,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Cobs,4720,2.75,6s,1,6.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Dinner Rolls,4722,2.55,6s,1,6.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",White Finger Rolls,4726,2.75,6s,1,6.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Baps,4718,2.25,4s,1,4.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Cobs,4698,2.95,6s,1,6.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Cocktail Rolls,4748,2.5,6s,1,6.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Baps,4719,2.35,4s,1,4.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Cobs,4732,2.9,6s,1,6.0,s,1
"BAKERY, COBBS, BAPS & DINNER ROLLS",Dinner Rolls,4723,2.55,6s,1,6.0,s,1
CAKES & CRACKERS,Biscuits for Cheese,4471,9.95,800g,1,800.0,g,1
CAKES & CRACKERS,Digestive Biscuits,9286,14.23,300g,1,300.0,g,1
CAKES & CRACKERS,Hills Mini pack 3 Biscuit Assortment,184,18.23,1x100,100,,,1
FROZEN FOODS,Frozen Ice Cubes,8049,1.95,2kg,1,2.0,kg,1
FROZEN FOODS,Macaron Assorted,591,16.87,1x36,36,,,1
FROZEN FOODS,Frozen Yorkshire Puddings,8025,12.95,"60x4""",60,4.0,in,1
FROZEN FOODS,"Pizza Bases 12"" (thin round)",9736,21.85,1x16,16,,,1
FROZEN FOODS,Quorn Vegan Sausages (40x50g),164,15.64,2kg,1,2.0,kg,1
FROZEN FOODS,Blinis 5.5cm (Frozen),9635,38.65,1x235,235,,,1
FROZEN FOODS,Kaffir Lime Leaves (FROZEN),20006,2.09,100g,1,100.0,g,1
FROZEN FOODS,Filo Pastry,1068,3.11,470g,1,470.0,g,1
FROZEN FOODS,Tortillas,8022,29.85,"10x10x12""",,,,1
FROZEN FOODS,Falafel Bites 22g,9178,29.47,2x1kg,2,1.0,kg,1
FROZEN FOODS,Frozen Nduja Piccante,8052,8.6,500g,1,500.0,g,1
FROZEN FOODS,Guacomole,4203,4.45,500g,1,500.0,g,1
FROZEN FOODS,Nutless Roast Slice,1492,34.85,1x16,16,,,1
FROZEN FOODS,Frozen Bao Buns,8801,35.27,60x50g,60,50.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Frozen Ciabatta,8019,18.95,40x120g,40,120.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Focaccia Rosemary & Garlic,1724,35.45,1x8,8,,,1
"FROZEN FOODS, FROZEN BAKERY",Frozen Brioche Buns -,8021,23.99,45x4.5'',,,,1
"FROZEN FOODS, FROZEN BAKERY",Frozen White Panini,8026,13.5,30x135g,30,135.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Bagels (Plain),3265,17.75,48x115g,48,115.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Frozen Breakfast Muffins,4734,16.95,6x8,8,,,1
"FROZEN FOODS, FROZEN BAKERY",Gluten Free White Sliced Sandwich Loaf,1946,28.79,6 x 535g,6,535.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Mediterranean Tomato Bread (Unsliced),9464,37.0,8x600g,8,600.0,g,1
"FROZEN FOODS, FROZEN BAKERY",American Style Pancakes,1764,36.49,1x120,120,,,1
"FROZEN FOODS, FROZEN BAKERY",Croissant (Butter),4753,39.5,1X100,100,,,1
"FROZEN FOODS, FROZEN BAKERY",Lebanese Flatbreads,1939,39.11,"140x8""",140,8.0,in,1
"FROZEN FOODS, FROZEN BAKERY",Rustic Sourdough Rolls,2078,42.0,40x100g,40,100.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Naan Bread Garlic & Coriander (Mini),9672,18.08,80x35g,80,35.0,g,1
"FROZEN FOODS, FROZEN BAKERY","Burger Buns (Charcoal, Seeded)",4729,23.4,1x30,30,,,1
"FROZEN FOODS, FROZEN BAKERY",Frozen White Baguettes,8046,10.5,30 x 135g,30,135.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Pitta Bread (Pre Order),9259,21.14,24x6,6,,,1
"FROZEN FOODS, FROZEN BAKERY",Crumpets (Frozen),4733,2.04,1x6,6,,,1
"FROZEN FOODS, FROZEN BAKERY",Frozen Floured Baps,8045,16.99,"40x5""",40,5.0,in,1
"FROZEN FOODS, FROZEN BAKERY",Frozen - Brioche Hot Dog Roll,8067,23.95,36x95g,36,95.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Garlic & Herb Bread Slice,75623,19.33,1x150,150,,,1
"FROZEN FOODS, FROZEN BAKERY",Pain AU Chocolate,590,32.65,80x75g,80,75.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Petit Pain White Rolls,1974,11.23,70x55g,70,55.0,g,1
"FROZEN FOODS, FROZEN BAKERY",Frozen Bakers Baskets,8073,28.5,9x6,6,,,1
"FROZEN FOODS, FROZEN BAKERY",Gluten Free Sliced Brown Loaves,4537,37.95,6x430gm,6,430.0,gm,1
"FROZEN FOODS, FROZEN BAKERY",Pain Au Raisin,4758,32.95,66x96gm,66,96.0,gm,1
"FROZEN FOODS, FROZEN BAKERY",Petit Pain Brown Rolls,1977,12.66,70x55g,70,55.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Peas -,8000,1.55,907g,1,907.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Cauliflower Florets,8006,1.99,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Whole Green Beans,8007,1.49,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Silverskin Onions,8003,4.25,907g,1,907.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Sweetcorn,8011,2.6,907g,1,907.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Broccoli Florets,8004,1.89,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Broad Beans,9674,2.02,907g,1,907.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Edamame Beans,4908,2.57,500g,1,500.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Baton Carrot,8012,1.15,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN VEGETABLES",Edamame Bean in Pod,4907,2.45,500g,1,500.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen 10ml Diced White Onions 10kg,8048,14.95,10kg,1,10.0,kg,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Mixed peppers (Diced),8072,22.0,10kg,1,10.0,kg,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Mixed Vegetables,8010,1.35,907g,1,907.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Sliced Carrots,8014,1.45,907g,1,907.0,g,1
"FROZEN FOODS, FROZEN VEGETABLES",Frozen Sprouts,8023,4.75,2.5kg,1,2.5,kg,1
"FROZEN FOODS, FROZEN BERRIES",Frozen Mixed Berries,8005,6.99,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN BERRIES",Frozen Blueberries,4735,4.95,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN BERRIES",Strawberries (Frozen),413,5.23,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN BERRIES",Frozen Black Berries,1074,5.63,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN BERRIES",Frozen Mango Chunks,16398,4.85,1kg,1,1.0,kg,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Frozen Chips XXL,7992,24.0,4x2.5Kilo,4,2.5,Kilo,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Koffmans skin on fries 10mm,1928,24.0,4x2kg,4,2.0,kg,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Frozen Hash Browns,8001,8.5,2.5kg,1,2.5,kg,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Frozen Mash Pellets,9264,7.1,2.5kg,1,2.5,kg,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Frozen Roast Potatoes -,8020,7.55,2.5kg,1,2.5,kg,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Frozen Chips 3/8,8016,4.4,2.5kg,1,2.5,kg,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Frozen Steak Chips,8017,4.4,2.5kg,1,2.5,kg,1
"FROZEN FOODS, FROZEN CHIPS & POTATOES",Frozen Spicy Potato Wedges,8018,7.65,2.5kg,1,2.5,kg,1
"FROZEN FOODS, ICE CREAM & SORBET",Ice Cream - Double Cream Vanilla,8031,4.55,4 ltr,1,4.0,ltr,1
"FROZEN FOODS, ICE CREAM & SORBET",Ice Cream - Chocolate,8032,4.55,4ltr,1,4.0,ltr,1
"FROZEN FOODS, ICE CREAM & SORBET",Ice Cream - Strawberry,8042,4.55,4ltr,1,4.0,ltr,1
"FROZEN FOODS, ICE CREAM & SORBET",Sorbet - Coconut,8040,19.95,2.5lt,1,2.5,lt,1
"FROZEN FOODS, FROZEN PUDDINGS & DESSERTS",Gills GF Raspberry Bakewell,1964,17.95,12ptn,1,12.0,ptn,1
"FROZEN FOODS, FROZEN PUDDINGS & DESSERTS",Clotted Cream Portions,19476,24.95,24x28g,24,28.0,g,1
"FROZEN FOODS, FROZEN PUDDINGS & DESSERTS",Gills - Bailys & White Choclate Cheese Cake,20029,23.2,14ptn,1,14.0,ptn,1
